인증사회적기업 리스트('16년 6차) 2016.12.27.,,,,,,,,,,,,
,,,,,,,,,,,,
지역,인증번호,기관명,사업내용,"사회적목적
실현유형",사회서비스분야,대표자,대표전화번호,팩스,소재지,홈페이지,인증일자,인증회차
광주,제2015-211호,주식회사 류호선 우리밀베이커리,"제과점업, 빵",일자리제공형,기타,류호선,062-573-0920,062-573-0921,"광주광역시 광산구 수등로 211 (신가동, 세영빌딩)",,11/20/15,2015년 5차
광주,제2015-212호,㈜우연시스템,"컴퓨터주변기기, 인쇄업, 사무용기기 및 장비, 컴퓨터프린터, 소프트웨어개발및판매,",일자리제공형,기타,이수영,062-714-3788,062-712-2410,광주광역시 동구 구성로194번길 11(대인동),,11/20/15,2015년 5차
광주,제2015-213호,호남대랄랄라스쿨㈜ ,"초등돌봄학교 위탁운영. 방과후프로그램 운영, 진로직업체험․진로캠프 등 ",사회서비스제공형,교육,정윤희,062-380-8500,062-380-8588,광주광역시 서구 상무대로 971,www.lalschool.co.kr,11/20/15,2015년 5차
대구,제2015-214호,㈜공감씨즈,게스트하우스,일자리제공형,기타,김성아,070-8915-8993,054-428-5580,"대구광역시 중구 중앙대로79길 32,3~5층 (종로2가)",http://empathyguesthouse.modoo.at/,11/20/15,2015년 5차
대전,제2015-215호,주식회사 백산환경,"폐장판, 재생플라스틱, 고철, 공병 수집",일자리제공형,기타,하진영,042-673-3377,042-673-2277,대전광역시 중구 대종로 171번길 60(호동 249-1),http://www.backsan.kr/,11/20/15,2015년 5차
대전,제2015-216호,주식회사 터치스톤,장애인재활보조공학기기 유통,일자리제공형,기타,조영근,042-716-1100,042-720-9201,"대전광역시 유성구 테크노2로 199, 4층 405호 (용산동, 미건테크노월드)",,11/20/15,2015년 5차
부산,제2015-217호,주식회사 세벽,세탁서비스,일자리제공형,기타,이정화,051-264-3674,,부산광역시 사하구 장평로 76번길 7(장림동),,11/20/15,2015년 5차
서울,제2015-218호,(사)곰두리봉사협회 장애인자활자립장,"복사용지 제작, 재생토너",일자리제공형,기타,김정석,02-857-6744,02-857-9789,"서울특별시 구로구 오리로22다길 40-19, 1,2층(궁동)",,11/20/15,2015년 5차
서울,제2015-219호,㈜땡큐플레이트,"교육, CI・BI 브랜딩, 디자인, 출판, 푸드쉐어링",일자리제공형,기타,김민이,02-924-0434,,"서울특별시 성북구 종암로 25길 29(종암동,5층)",,11/20/15,2015년 5차
서울,제2015-220호,㈜성균희망교실,대학주도 방과후 교육사업,사회서비스제공형,교육,김현철,02-740-1898,02-740-1870,"서울특별시 종로구 성균관로 25-2, 32726호(명륜3가, 퇴계인문관)",,11/20/15,2015년 5차
서울,제2015-221호,㈜스플,"공공조형디자인, 공공 아트 리모델링, 공공홍보연출",기타형,문화예술,심소라,02-928-6011,,"서울특별시 성북구 종암로 25길 29(종암동,4층)",,11/20/15,2015년 5차
서울,제2015-222호,주식회사 시니어앤파트너즈,"1:1 커리어 컨설팅, 교육, 취업알선",혼합형,고용,이금자,02-551-2146,,"서울특별시 강남구 영동대로 511 702(삼성동, 무역센터트레이드타워)", www.seniornpartners.com,11/20/15,2015년 5차
서울,제2015-223호,주식회사 아시아공정무역네트워크,공정무역 제품 유통 및 판매,일자리제공형,기타,이강백,070-4465-3341,,"서울특별시 성동구 서울숲4길 17 (성수동1가, 3층)",www.asiafiartrade.net,11/20/15,2015년 5차
서울,제2015-224호,주식회사 에코십일,"텃밭운영 자재 판매 및 컨설팅, 퇴비생산 및 공급 ",지역사회공헌형,환경,백혜숙,02-592-2357,0303-3130-0772,"서울특별시 양천구 목동동로 375, 2층(목동, 사회적경제지원센터)",www.eco11.co.kr,11/20/15,2015년 5차
서울,제2015-225호,주식회사 이후레쉬푸드,"학교급식 친환경 식자재 납품 및 유통, 식품제조 ",일자리제공형,기타,윤연옥,02-2640-6288,02-2640-6287,"서울특별시 강서구 발산로 40(외발산동,강서농산물도매시장내관리동4층9-1호)",efreshfood.co.kr,11/20/15,2015년 5차
서울,제2015-226호,㈜자락당,중고문화마켓,기타형,기타,김성경,02-880-7999,02-6455-7715,"서울특별시 마포구 마포대로 4나길 46, 107(마포동, 덕성빌딩)",www.marketinu.com,11/20/15,2015년 5차
서울,제2015-227호,㈜페어스페이스,"공간기부캠페인, 공간컨설팅, 부스 제조",일자리제공형,기타,구민근,070-7596-7075,,"서울특별시 관악구 남부순환로 1427 (신림동,2층)",www.wrunner.net ,11/20/15,2015년 5차
서울,제2015-228호,한국체육시설안전기술사회적협동조합,"어린이 놀이시설 안전교육, 점검 및 유지보수, 안전점검 및 안전교육 관련 소프트웨어 개발 및 공급",일자리제공형,기타,유제원,02-573-3330,02-533-8826,"서울특별시 서초구 강남대로 10길 23, 3층(양재동, 삼화빌딩)",,11/20/15,2015년 5차
울산,제2015-229호,울산방역협동조합,"소독, 위생관리용역 서비스업",일자리제공형,청소,이일환,1661-9244,052-268-6038,울산광역시 남구 수암로88(신정동),,11/20/15,2015년 5차
울산,제2015-230호,주식회사 레인보우,"광고기획, 디자인, 인쇄",일자리제공형,문화예술,김보희,052-266-6533,,"울산광역시 북구 무룡로 75(연암동,1층)",,11/20/15,2015년 5차
울산,제2015-232호,주식회사 아리랑예술단,"공연 및 예술교육사업, 환경 및 문화분야의 서비스 사업",사회서비스제공형,문화예술,김학승,052-245-4003,052-275-3004,"울산광역시 중구 함월6길 74, 3층(성안동)",,11/20/15,2015년 5차
울산,제2015-233호,티치포울산사회적협동조합,"방과후학교지원사업, 돌봄교수리지원사업, 체험학습지원사업",사회서비스제공형,교육,이상도,052-259-1328,,"울산광역시 남구 대학로 93, 4층(무거동)",,11/20/15,2015년 5차
인천,제2015-234호,세림조경디자인㈜,"조경식재공사, 조경시설물공사,시설물유지",일자리제공형,기타,지완석,032-891-5501,,"인천광역시 남구 인주대로 137, 2층(용현동)",www.selimgreen.co.kr,11/20/15,2015년 5차
인천,제2015-235호,주식회사 유정피싱,"낚시대 제조, 판매, 낚시용품 판매",일자리제공형,기타,전경옥,032-574-7452,,"인천광역시 서구 봉수대로 166, 1-301(가좌동)",,11/20/15,2015년 5차
인천,제2015-236호,㈜이레인텍,"전자부품 조립 등 임가공, 엘이디제품 연구 및 개발",일자리제공형,기타,이미옥,032-434-3616,,"인천광역시 남동구 호구포로44번길 88, 2층 남동공단 170블럭 14로트(고잔동)",,11/20/15,2015년 5차
전남,제2015-237호,맑고밝고따뜻한협동조합,"로컬푸드사업(건조백하수오, 자염, 발효음료 등), 힐링컨텐츠 교육사업",일자리제공형,기타,권택상,061-834-3665,061-834-3664,전라남도 고흥군 포두면 외산길 13,www.mbdmall.kr,11/20/15,2015년 5차
전남,제2015-238호,영어조합법인 해담인,"공동양식, 어로 및 공동 작업에 관한 사업(피조개, 새조개)",일자리제공형,기타,강장일,061-686-7723,061-686-7724,전라남도 여수시 국동남6길 49-22(국동),,11/20/15,2015년 5차
전남,제2015-239호,㈜순천힐링체험투어,"국내외 관광여행 서비스업, 지역 공정여행",사회서비스제공형,관광운동,차점주,061-742-9121,061-742-9122,전라남도 순천시 장명로 39-2,힐링체험투어.co.kr,11/20/15,2015년 5차
전남,제2015-240호,주식회사 더함자원,재생플라스틱 원료생산,일자리제공형,환경,신윤호,061-795-7775,,전라남도 광양시 옥정로 93-28(성황동),,11/20/15,2015년 5차
전남,제2015-241호,화순향토음식연구 영농조합법인,"전통식품 제조 및 판매(떡류, 폐백, 한과)",일자리제공형,기타,심은,061-371-3337,061-371-1117,전라남도 화순군 화순읍 진각로 20,,11/20/15,2015년 5차
전북,제2015-242호,유한회사 다올,"전문디자인사업 : CI/BI, 편집/패키지/공공디자인 개발, 인쇄출판, 판촉물",일자리제공형,기타,김원철,063-905-8235,063-905-8236,전라북도 전주시 덕진구 모래내3길 27(금암동),,11/20/15,2015년 5차
전북,제2015-243호,㈜깨끗한 오늘,"위생관리용역(청소 등), 소독업, 건축시설물 관리",일자리제공형,청소,강성준,063-562-6622,063-564-6623,전라북도 고창군 고창읍 보릿골로 46,,11/20/15,2015년 5차
전북,제2015-244호,주식회사 더클린산업,"건축물 종합관리(시설, 관리행정, 환경미화, 안전관리, 소독·방역)",일자리제공형,청소,황미경,063-466-1576,063-466-1581,전라북도 군산시 상지곡안4길 25-1(지곡동),,11/20/15,2015년 5차
전북,제2015-245호,주식회사 나인커뮤니케이션,"산업디자인, 인쇄출판, 판촉물, 홈페이지 제작 및 관리, 지역내 월간지(전북IN) 기획 및 제작",일자리제공형,기타,장미정,063-222-6870,063-229-6870,전라북도 전주시 완산구 현무3길 98 (서노송동),,11/20/15,2015년 5차
전북,제2015-246호,㈜휴먼제이앤씨,정부위탁 취업지원사업(고용노동부),사회서비스제공형,교육,유경민,063-246-7589,063-244-2529,전라북도 전주시 덕진구 팔달로 326(진북동),,11/20/15,2015년 5차
전북,제2015-247호,협동애로컬푸드협동조합,"지역 농축산물 소제조업, 도시 체험사업",일자리제공형,기타,김학희,1577-1142,063-222-0117,전라북도 전주시 완산구 우전로 225(효자동2가),,11/20/15,2015년 5차
충남,제2015-248호,꿈창의교육협동조합,대학주도 방과후학교,지역사회공헌형,교육,김재신,041-730-5382,,"충청남도 논산시 대학로 121, 5층(내동, 건양회관)",http://café.naver.com/kycdc,11/20/15,2015년 5차
충남,제2015-249호,사회복지법인 삼휘복지재단 두레일터,박스상자제작판매,일자리제공형,기타,조우연,041-854-6490,,충청남도 공주시 탄천면 분창양달길 77-36,www.durebox.com,11/20/15,2015년 5차
충남,제2015-250호,주식회사 리움,"IT 모바일 주변기기 제조, 웨어러블 디바이스 제조",일자리제공형,기타,이동훈,041-415-2789,041-422-2289,"충청남도 천안시 동남구 문암로 76, 315호(안서동, 백석대학교 학생복지관)",,11/20/15,2015년 5차
충북,제2015-251호,㈜공공디자인이즘,"디자인연구용역, 그래픽디자인, 인쇄, 옥외광고업",기타형,문화예술,허진옥,043-272-3737,,"충청북도 청주시 청원구 율천남로 92(내덕동, 2층)",,11/20/15,2015년 5차
충북,제2015-252호,㈜떡과풍경,"떡, 한과류, 기술교육 ",일자리제공형,기타,송인순,043-288-6015,043-287-6015,충청북도 청주시 상당구 문의면 남계길 64,,11/20/15,2015년 5차
충북,제2015-253호,주식회사 다솔,"건축물철거공사, 석면해제제거,조경, 인테리어 ",일자리제공형,기타,박창수,043-872-9191,043-872-9190,충청북도 음성군 음성읍 설성로 124,,11/20/15,2015년 5차
충북,제2015-254호,주식회사 효드림라이프,"장의사 서비스업, 장의용품 도소매업, 묘지용역 및 봉안당 알선업, 여행서비스사업, 청소사업, 인력서비스사업",일자리제공형,기타,윤주성,043-846-4444,043-846-8552,"충청북도 충주시 사직산19길 20, 1층(문화동)",www.hyodreamlife.com,11/20/15,2015년 5차
강원,제2015-255호,(주) 강원으로,"디자인, 웹, IT",일자리제공형,기타,주기탁,033-637-2252,033-637-2250,강원도 속초시 번영로 72(금호동),,12/28/15,2015년 6차
강원,제2015-256호,유한회사 미즈평생교육원,"천연비누 제조판매 및 기술개발, 방과후 특기적성 강사 발굴 및 진로체험 프로그램 진행",일자리제공형,교육,김연경,033-638-1027,033-638-1028,강원도 속초시 밤골2길 5-1(교동),www.koreartcraft.com,12/28/15,2015년 6차
강원,제2015-257호,주식회사 노리소리강원두레,"문화예술 기획, 공연, 교육",지역사회공헌형,문화예술,엄기종,033-638-6306,033-638-6305,강원도 고성군 토성면 천진7길 29,,12/28/15,2015년 6차
경기,제2015-258호,성남시민버스 주식회사,마을버스 운수업,일자리제공형,기타,고재형,031-722-2774,031-759-2776,경기도 성남시 수정구 사송로 41(사송동),http://smbus.kr,12/28/15,2015년 6차
경기,제2015-259호,㈜늘빛,비닐류(종량제봉투)제조,일자리제공형,기타,전영찬,031-871-2063,031-871-2063,경기도 양주시 광적면 부흥로231번길 127,,12/28/15,2015년 6차
경기,제2015-260호,주식회사 도우누리안양돌봄센터,"방문요양, 방문목용, 재가장기요양서비스",사회서비스제공형,간병가사지원,이경희,031-443-1591,031-443-9911,"경기도 안양시 만안구 현충로 56-1(안양동,2층)",,12/28/15,2015년 6차
경기,제2015-261호,주식회사 시흥클린나눔센터,"중고가전, 가구수리판매외 고급사무용품 가구판매",일자리제공형,환경,김운봉,031-314-8282,031-312-8271,경기도 시흥시 서해안로 1637(대야동),,12/28/15,2015년 6차
경기,제2015-262호,주식회사 희민개발,"건물청소 , 경비",일자리제공형,청소,윤양재,031-915-8600,031-915-8855,"경기도 고양시 일산서구 산현로17번길 9 202(탄현동, 부건3차)",,12/28/15,2015년 6차
경남,제2015-263호,(유) 쓰임업,의류 및 재활용품 업사이클링 및 매장판매,일자리제공형,환경,한국진,052-834-8867,052-832-5212,경상남도 사천시 중앙로 189(벌리동),,12/28/15,2015년 6차
경남,제2015-264호,유한회사 바람골그가게,"친환경제품 판매, 교육활동, 행복밥상",지역사회공헌형,기타,이옥선,055-263-4678,,경상남도 창원시 성산구 안민로 159번길 13 (안민동),,12/28/15,2015년 6차
경북,제2015-265호,(주)효경식품,"조미식품, 식육가공업(연근 돈까스) 제조 및 도소매업, 서양음식점업",일자리제공형,기타,윤금희,053-857-6566,053-857-7566,경상북도 경산시 남산면 상대로 790,www.erouni.com,12/28/15,2015년 6차
경북,제2015-266호,주식회사 대가야체험캠프,"음식점업, 국내여행업, 일반야영장업(체험학습)",지역사회공헌형,관광운동,이문기,054-956-5279,,경상북도 고령군 대가야읍 신남로 61,,12/28/15,2015년 6차
경북,제2015-267호,주식회사 더나눔,"농산물 및 식품잡화, 기타 가정용 기기 소매업",지역사회공헌형,기타,금동근,054-841-3637,054-841-3637,"경상북도 안동시 경동로 656(운흥동, 4층)",,12/28/15,2015년 6차
경북,제2015-268호,주식회사 아이싱,의류 제조업,지역사회공헌형,기타,우성자,054-635-2258,054-636-2249,경상북도 영주시 선비로 178(영주동),,12/28/15,2015년 6차
경북,제2015-269호,주식회사 엔젤플라워,"화훼 체험학습, 직업체험 서비스업, 생화도소매업",일자리제공형,기타,김현수,054-843-8788,054-843-7008,경상북도 안동시 경동로 468(태화동),,12/28/15,2015년 6차
